representation,clustering_method,cluster_id,is_noise,size,top_tokens,top_sources,example_messages
word2vec,agglomerative,79,False,11623,source_file; path_token,FILE:11623,NTFS:\Windows\WinSxS\amd64_userexperience-core_31bf3856ad364e35_10.0.22621.2506_none_9806ba3e46624505\Core\StartMenu\Assets\FileIcons\32\genericfile.svg Type: f || NTFS:\Windows\WinSxS\amd64_userexperience-core_31bf3856ad364e35_10.0.22621.2506_none_9806ba3e46624505\f\Core\FileExplorerExtensions\Assets\images\contrast-stand || NTFS:\Windows\System32\wbem\wbemsvc.dll Type: file
word2vec,agglomerative,80,False,54,path_token; source_file; cache; directory,FILE:54,NTFS:\Users\User\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\474eb29510f75d76_0 Type: file || NTFS:\ProgramData\Package Cache\{C706D214-FA38-2B79-9365-6809C3C9FC09}v10.1.22621.2428\Installers\9bcb3fab78e80d68be28892ea7ad46c3.cab Type: file || NTFS:\Users\User\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Code Cache\js\f7231f7087a0d61f_0 Type: 
word2vec,agglomerative,81,False,103,reg_sz; class; path_token; source_reg; hkey_local_machine; num_token; reg_dword_le; page; description; helper; hex_token; connect,REG:103,[HKEY_LOCAL_MACHINE\Software\Classes\ScanProfiles.ScanProfileUI] (default): [REG_SZ] scanprofileui class || [HKEY_LOCAL_MACHINE\Software\Classes\WOW6432Node\CLSID\{FF99E1C1-7F9A-4C83-8A57-305992EDD07B}] (default): [REG_SZ] SpActiveSystemUserInformation Class || [HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{FAC67227-E178-4fab-9FEA-B4E77D3DBE7D}] (default): [REG_SZ] Video Extension Class
word2vec,agglomerative,82,False,69,link; source_pe; pe; dynamic; library; dll; source_file; path_token,PE:66; FILE:3,PE Type: Dynamic Link Library (DLL) || NTFS:\Users\User\Recent Type: link || PE Type: Dynamic Link Library (DLL)
word2vec,agglomerative,83,False,160,num_token; update; source_file; dat; parent; source; reason; usn_reason_file_create; usn_reason_close; usn_reason_data_extend; usn_reason_file_delete; usn_reason_data_overwrite,FILE:160,ngenserviceclientlock.dat File reference: 221575-29 Parent file reference: 2620-1 Update source: Update reason: USN_REASON_FILE_CREATE || ngentasknewworklock.dat File reference: 244484-99 Parent file reference: 3532-1 Update source: Update reason: USN_REASON_FILE_CREATE || SA.DAT File reference: 43115-2 Parent file reference: 5922-1 Update source: Update reason: USN_REASON_DATA_EXTEND USN_REASON_DATA_TRUNCATION USN_REASON_SECURITY
word2vec,agglomerative,84,False,2099,path_token; source_file; directory; express; windowspowershell; worker; num_token; source_reg; hkey_local_machine; hex_token; reg_sz; iis,FILE:2090; REG:9,NTFS:\Users\User\AppData\Local\Microsoft\Edge\User Data\Functional SAN Data Type: file || NTFS:\Program Files\dotnet\sdk\8.0.100\Containers\tasks\net472\Microsoft.NET.StringTools.dll Type: file || NTFS:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_423.29700.0.0_x64__cw5n1h2txyewy\Dashboard\WebContent\node_modules\@microsoft\fast-foundat
word2vec,agglomerative,85,False,82,reg_sz; path_token; source_reg; displaydescription; setting; displayname; policy; policies; num_token; device; enable; app,REG:82,[\Policies\FileExplorer\SetAllowedStorageLocations\Visibility] DisplayDescription: [REG_SZ] Configure what storage locations are shown in File Explorer. If not  || [\Cellular\PerDevice\SignalBarMappingTable\EnableLTEReportingOnNSA\Validation\Values\1] Display: [REG_SZ] Use LTE signal || [HKEY_CURRENT_USER\Software\Classes\.mdc\OpenWithProgids] AppX9rkaq77s0jzh1tyccadx9ghba15r6t3h: [REG_NONE] (empty)
word2vec,agglomerative,86,False,93,num_token; reg_dword_le; path_token; reg_sz; source_reg; hkey_local_machine; behavior; mergealgorithm; policytype; software; regkeypathredirect; reg_binary,REG:93,[HKEY_LOCAL_MACHINE\Software\Microsoft\PolicyManager\default\ADMX_Cpls\UseDefaultTile] Behavior: [REG_DWORD_LE] 96 RegKeyPathRedirect: [REG_SZ] Software\Microso || [HKEY_LOCAL_MACHINE\Software\Microsoft\PolicyManager\default\Browser\AlwaysEnableBooksLibrary] Behavior: [REG_DWORD_LE] 73776 GPBlockingRegKeyPath: [REG_SZ] Sof || [HKEY_LOCAL_MACHINE\Software\Microsoft\PolicyManager\default\ADMX_MSI\SearchOrder] Behavior: [REG_DWORD_LE] 80 RegKeyPathRedirect: [REG_SZ] Software\Policies\Mi
word2vec,agglomerative,87,False,78,source_reg; policies; path_token,REG:78,[\Policies\Defender\AllowScriptScanning\Validation\Values] (empty) || [\Policies\DeviceLock\MinDevicePasswordComplexCharacters\Default\1] (empty) || [\Policies\DeliveryOptimization\DOMinRAMAllowedToPeer\Default\4] (empty)
word2vec,agglomerative,88,False,1426,path_token; source_file; sdks; directory,FILE:1426,NTFS:\Program Files (x86)\Microsoft SDKs\NuGetPackages\System.Net.Http.Rtc\4.0.1\runtimes Type: directory || NTFS:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\system.runtime.interopservices\4.1.0\lib\portable-net45+win8+wpa81 Type: directory || NTFS:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\system.reflection.emit.lightweight\4.0.1\ref\netstandard1.0\es Type: directory
word2vec,agglomerative,89,False,77,path_token; reg_sz; source_reg; hkey_local_machine; threadingmodel; apartment; free,REG:77,[HKEY_LOCAL_MACHINE\Software\Classes\WOW6432Node\CLSID\{2DB47AE5-CF39-43C2-B4D6-0CD8D90946F4}\InprocServer32] (default): [REG_SZ] C:\Windows\SysWOW64\sbe.dll Th || [HKEY_LOCAL_MACHINE\Software\Classes\WOW6432Node\CLSID\{CD000010-8B95-11D1-82DB-00C04FB1625D}\InprocServer32] (default): [REG_SZ] C:\Windows\SysWOW64\cdosys.dll || [HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{D51BD5A3-7548-11CF-A520-0080C77EF58A}\InprocServer32] (default): [REG_SZ] C:\Windows\System32\quartz.dll ThreadingMo
word2vec,agglomerative,90,False,51,path_token; num_token; service; reg_dword_le; reg_sz; source_reg; source_file; visual; studio; connected; hkey_local_machine; configflags,REG:26; FILE:23; EVT:2,NTFS:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\Extensions\Microsoft\Microsoft Office 365 Connected Service\fr\extension.vsixlangpack Typ || [\DriverDatabase\DriverPackages\bth.inf_amd64_f88b45e5c50b411d\Configurations\BthUsb_NoSco.NT] ConfigFlags: [REG_DWORD_LE] 0 ConfigScope: [REG_DWORD_LE] 7 Servi || NTFS:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\Extensions\Microsoft\Microsoft Office 365 Connected Service\Configs\assets\images Type: d
word2vec,agglomerative,91,False,230,path_token; tools; source_file; visual; studio; directory; num_token; analysis; sdks; azure; sets; manager,FILE:224; REG:6,NTFS:\Program Files\Microsoft Visual Studio\2022\Community\CoreCon\Binaries\Phone Tools\Debugger\CoreClr\arm\System.Private.Xml.Linq.dll Type: file || NTFS:\Program Files\Microsoft Visual Studio\2022\Community\CoreCon\Binaries\Phone Tools\Debugger\CoreClr\x86\System.Net.WebSockets.dll Type: file || NTFS:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\Extensions\Microsoft\Web Tools\Languages\Schemas\CSS\1033\css-module-filter-effects.xml T
word2vec,agglomerative,92,False,22,source_reg; driverdatabase; path_token,REG:22,[\DriverDatabase\DeviceIds\{028c616a-5490-4a7f-97c2-0ca19bdd9804}] (empty) || [\DriverDatabase\DriverPackages\mdmmct.inf_amd64_d16d316c98f1f93b\Configurations] (empty) || [\DriverDatabase\DriverPackages\mdmpp.inf_amd64_a3e960c547eaf6b5\Descriptors\PCMCIA] (empty)
word2vec,agglomerative,93,False,14,source_webhist; original; url; url_token,WEBHIST:14,Original URL: https://r.bing.com/rp/6zg86aHGTXWfySoaJQRqV18s0QQ.br.css || Original URL: https://cdn.stubdownloader.services.mozilla.com/builds/firefox-stub/en-US/win/ef5a2910edab879b9d22df3dbd331af666 || Original URL: https://r.bing.com/rs/7b/x6/nj/V9Lbi4rGakA-OjwcLcoh5jr1zfY.js?or=w
word2vec,agglomerative,94,False,10,ce; df; volume; num_token; path; exe; source_log; serial; hex_token; path_token; prefetch; executed,LOG:10,Prefetch [MOUSOCOREWORKER.EXE] was executed - run count 8 path hints: \WINDOWS\UUS\PACKAGES\PREVIEW\AMD64\MOUSOCOREWORKER.EXE hash: 0x7CAF47D4 volume: 1 [serial || Prefetch [SETUP.EXE] was executed - run count 1 path hints: \PROGRAM FILES (X86)\MICROSOFT\EDGEUPDATE\INSTALL\{5413A5DC-7748-4413-9D73-B161BE3B7F00}\EDGEMITMP_8 || Prefetch [FIREFOX INSTALLER.EXE] was executed - run count 1 path hints: \USERS\USER\DOWNLOADS\FIREFOX INSTALLER.EXE hash: 0xAACCDE16 volume: 1 [serial number: 0
word2vec,agglomerative,95,False,378,num_token; path_token; source_reg; deriveddata; winbuild; componentfamilies; reg_dword_le,REG:378,[\DerivedData\VersionedIndex\10.0.22621.378 (WinBuild.160101.0800)\ComponentFamilies\amd64_system.activities.durableinstancing_31bf3856ad364e35_none_3731dba7e5f || [\DerivedData\VersionedIndex\10.0.22621.378 (WinBuild.160101.0800)\ComponentFamilies\amd64_netfx4-mscordacwks_dll_b03f5f7f11d50a3a_none_841fbc34e4428b08\v!4.0.1 || [\DerivedData\VersionedIndex\10.0.22621.378 (WinBuild.160101.0800)\ComponentFamilies\x86_netfx4-clretwrc_dll_b03f5f7f11d50a3a_none_3fb33de175678f7f\v!4.0.15912.
word2vec,agglomerative,96,False,180,num_token; update; source_file; png; parent; source; reason; usn_reason_security_change; _contrast; targetsize; usn_reason_close; white,FILE:180,AlarmsAppList.targetsize-80_altform-unplated.png File reference: 36855-1 Parent file reference: 501-1 Update source: Update reason: USN_REASON_SECURITY_CHANGE || VoiceRecorderAppList.targetsize-20_contrast-black.png File reference: 37684-1 Parent file reference: 590-1 Update source: Update reason: USN_REASON_SECURITY_CHA || AlarmsAppList.targetsize-16_contrast-black.png File reference: 36821-1 Parent file reference: 501-1 Update source: Update reason: USN_REASON_SECURITY_CHANGE
word2vec,agglomerative,97,False,518,num_token; reg_sz; path_token; source_reg; hkey_local_machine; hex_token; serverexecutable; imecommonapi; imesinglekanjidict; nonappcontainerfailedmip; wmsclientnetmanager; clientnetmanager,REG:518,[HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\SideBySide\Winners\amd64_microsoft-windows-n..tprov-dll.resources_31bf3856ad364e35_en-us_14327fa0f || [HKEY_LOCAL_MACHINE\Software\Classes\Interface\{047DEC5A-95C1-4C86-827F-7B8C92EBA67A}\NumMethods] (default): [REG_SZ] 4 || [HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\SideBySide\Winners\amd64_hyperv-vpci-vsp-mer..oyment-languagepack_31bf3856ad364e35_en-us_4c6382b9d
word2vec,agglomerative,98,False,309,source_pe; pe; dynamic; link; library; dll; import; hex_token,PE:309,PE Type: Dynamic Link Library (DLL) Import hash: dae02f32a21e03ce65412f6e56942daa || PE Type: Dynamic Link Library (DLL) Import hash: dae02f32a21e03ce65412f6e56942daa || PE Type: Dynamic Link Library (DLL) Import hash: dae02f32a21e03ce65412f6e56942daa
word2vec,agglomerative,99,False,72,num_token; update; source_file; parent; source; reason; usn_reason_reparse_point_change; usn_reason_data_extend; usn_reason_file_create; usn_reason_stream_change; usn_reason_named_data_extend; usn_reason_basic_info_change,FILE:72,FileSync.LocalizedResources.dll.mui File reference: 175687-2 Parent file reference: 175686-2 Update source: Update reason: USN_REASON_DATA_EXTEND USN_REASON_FIL || onDemandFiles.svg File reference: 135257-5 Parent file reference: 134675-6 Update source: Update reason: USN_REASON_DATA_EXTEND USN_REASON_NAMED_DATA_EXTEND USN || localizable.json File reference: 175718-2 Parent file reference: 175712-2 Update source: Update reason: USN_REASON_DATA_EXTEND USN_REASON_NAMED_DATA_EXTEND USN_
word2vec,kmeans,0,False,44,num_token; path_token; reg_sz; allow; content; identifier; control; photo; parameter; parametersetname; image; source_reg,REG:27; WEBHIST:12; FILE:3; EVT:2,[HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{6D5313C0-8C62-11D1-B2CD-006097DF8C11}] (default): [REG_SZ] Folder Options Property Page Extension || URL: https://th.bing.com/th?id=OVF.1BpvZZIR9B4z8ygOnS7P9A&w=124&h=70&c=1&rs=1&p=0 Access count: 3 Synchronization count: 0 Filename: th[4].jpg Cached file size: || URL: https://th.bing.com/th?id=ODSWG.TrendingIcon&w=16&h=16&c=1&rs=1&p=0 Access count: 3 Synchronization count: 0 Filename: th[2].svg Cached file size: 849 Resp
word2vec,kmeans,1,False,11632,path_token; source_file; num_token; reg_binary; source_reg; hkey_local_machine; reg_sz; systemroot; securitydescriptor; wnfstatename; description; migration,FILE:11623; REG:9,NTFS:\Windows\WinSxS\amd64_userexperience-core_31bf3856ad364e35_10.0.22621.2506_none_9806ba3e46624505\Core\StartMenu\Assets\FileIcons\32\genericfile.svg Type: f || NTFS:\Windows\WinSxS\amd64_userexperience-core_31bf3856ad364e35_10.0.22621.2506_none_9806ba3e46624505\f\Core\FileExplorerExtensions\Assets\images\contrast-stand || NTFS:\Windows\System32\wbem\wbemsvc.dll Type: file
word2vec,kmeans,2,False,1192,num_token; path_token; reg_binary; source_reg; deriveddata; winbuild; componentfamilies; someunparsedversionsexist; dll; mui; wmpnss_color; efi,REG:1192,[\DerivedData\VersionedIndex\10.0.22621.378 (WinBuild.160101.0800)\ComponentFamilies\amd64_microsoft-windows-n..meworkapi.resources_31bf3856ad364e35_en-us_b6bfb || [\DerivedData\VersionedIndex\10.0.22621.2715 (WinBuild.160101.0800)\ComponentFamilies\amd64_dual_nete1e3e.inf_31bf3856ad364e35_none_8883b7d2648c44b8] SomeUnpars || [\DerivedData\VersionedIndex\10.0.22621.378 (WinBuild.160101.0800)\ComponentFamilies\amd64_tsusbhub.inf-languagepack_31bf3856ad364e35_en-us_9581d700475fe3f8] So
word2vec,kmeans,3,False,429,path_token; studio; source_file; visual; directory; live; preview; diagnostics; sdk; uap; code; patterns,FILE:429,NTFS:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\ItemTemplates\AspNetCore\Web\ASP.NET\1033\MvcViewStart Type: directory || NTFS:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\CommonExtensions\Microsoft\ClientDiagnostics\MemoryProfiler\DataModel\1033 Type: director || NTFS:\Program Files\Microsoft Visual Studio\2022\Community\MSBuild\Microsoft\Microsoft.NET.Build.Extensions Type: directory
word2vec,kmeans,4,False,3702,path_token; source_file; sdks; directory; bootstrapper,FILE:3702,NTFS:\Program Files (x86)\Microsoft SDKs\ClickOnce Bootstrapper\Packages\SqlExpress2008R2\en\eula.rtf Type: file || NTFS:\Program Files (x86)\Microsoft SDKs\NuGetPackages\System.Net.Http.Rtc\4.0.1\runtimes Type: directory || NTFS:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\system.runtime.interopservices\4.1.0\lib\portable-net45+win8+wpa81 Type: directory
word2vec,kmeans,5,False,3230,path_token; source_file; directory; common; mail; menu,FILE:3230,NTFS:\Windows\WinSxS\amd64_microsoft-windows-wordpad_31bf3856ad364e35_10.0.22621.317_none_8ff7098935e85ce4 Type: directory || NTFS:\Windows\WinSxS\x86_netfx4-aspnet_perf_ini_b03f5f7f11d50a3a_4.0.15912.0_none_6a108b5dbec1d188 Type: directory || NTFS:\Windows\WinSxS\amd64_microsoft-windows-s..card-gids-simulator_31bf3856ad364e35_10.0.22621.2506_none_bd439ad0e820e1d9\f Type: directory
word2vec,kmeans,6,False,307,num_token; reg_binary; ad; bf; path_token; source_reg; reg_dword_le; deriveddata; identity; deployment_; cf; dll,REG:307,[\DerivedData\Components\amd64_microsoft-windows-a..ev-wow64-deployment_31bf3856ad364e35_10.0.22621.2506_none_5e093d4add647bbe] CF: [REG_DWORD_LE] 12 S256H: [RE || [\DerivedData\Components\amd64_microsoft-windows-security-spp-event_31bf3856ad364e35_10.0.22621.1_none_00c3e55f2fbf47ca] S256H: [REG_BINARY] (32 bytes) c!micros || [\DerivedData\Components\x86_microsoft-windows-i..otmailapi.resources_31bf3856ad364e35_10.0.22621.1_en-us_aab561c8842aba4b] S256H: [REG_BINARY] (32 bytes) c!mic
word2vec,kmeans,7,False,36,path_token; configuration; source_reg; driverdatabase; reg_sz; modem; ol_dss; olm_dss; source_file; _dss; olp_dss; modemv,REG:34; FILE:2,[\DriverDatabase\DriverPackages\mdmzyxlg.inf_amd64_c787cb235aaf8b27\Descriptors\SERENUM\ZYX21EB] Configuration: [REG_SZ] E2864V90 || [\DriverDatabase\DriverPackages\mdmzyxlg.inf_amd64_c787cb235aaf8b27\Descriptors\SERENUM\ZYX0EDD] Configuration: [REG_SZ] OLM_DSS1 || [\DriverDatabase\DriverPackages\mdm3com.inf_amd64_7ca3fe2816f183ce\Descriptors\SERENUM\USR0063] Configuration: [REG_SZ] ModemV34ex
word2vec,kmeans,8,False,1111,path_token; source_reg; hkey_local_machine; categories; num_token; reg_binary; parameters; search; paths; error; reporting; water,REG:1111,[HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects] (empty) || [HKEY_LOCAL_MACHINE\System\ControlSet001\Control\Class\{4d36e96c-e325-11ce-bfc1-08002be10318}\Properties] (empty) || [HKEY_LOCAL_MACHINE\Software\Classes\Interface\{786C1E78-CE78-4A10-AFD6-843FCBB90C2E}] (empty)
word2vec,kmeans,9,False,252,path_token; reg_expand_sz; systemroot; source_reg; hkey_local_machine; reg_sz; threadingmodel; num_token; apartment; reg_dword_le; messagefilename; resourcefilename,REG:252,[HKEY_CURRENT_USER\AppEvents\Schemes\Apps\.Default\Notification.Looping.Alarm9\.Current] (default): [REG_EXPAND_SZ] %SystemRoot%\media\Alarm09.wav || [HKEY_LOCAL_MACHINE\System\ControlSet001\Services\EventLog\System\Microsoft-Windows-USB-USBXHCI] EventMessageFile: [REG_EXPAND_SZ] %SystemRoot%\system32\drivers || [HKEY_LOCAL_MACHINE\System\ControlSet001\Services\EventLog\System\Mup] EventMessageFile: [REG_EXPAND_SZ] %systemroot%\system32\netevent.dll;%systemroot%\system3
word2vec,kmeans,10,False,241,num_token; unknown; scope; wcm; version; language; processorarchitecture; publickeytoken; versionscope; xsd; source_reg; neutral,REG:241,[\wcm://Microsoft-Windows-CAPI2-certs?version=10.0.22621.1&language=neutral&processorArchitecture=amd64&publicKeyToken=31bf3856ad364e35&versionScope=nonSxS&scop || [\wcm://Microsoft-Windows-shell32?version=10.0.22621.2506&language=neutral&processorArchitecture=amd64&publicKeyToken=31bf3856ad364e35&versionScope=nonSxS&scope || [\wcm://Microsoft-Windows-CoreOS?version=10.0.22621.1&language=neutral&processorArchitecture=amd64&publicKeyToken=31bf3856ad364e35&versionScope=nonSxS&scope=all
word2vec,kmeans,11,False,1011,path_token; num_token; source_reg; deriveddata; winbuild; componentfamilies,REG:1011,[\DerivedData\VersionedIndex\10.0.22621.2715 (WinBuild.160101.0800)\ComponentFamilies\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_ru-ru_12f2 || [\DerivedData\VersionedIndex\10.0.22621.2715 (WinBuild.160101.0800)\ComponentFamilies\amd64_microsoft-hyper-v-o..oyment-languagepack_31bf3856ad364e35_en-us_a175 || [\DerivedData\VersionedIndex\10.0.22621.2567 (WinBuild.160101.0800)\ComponentFamilies\x86_microsoft-windows-servicingstack-inetsrv_31bf3856ad364e35_none_07f687b
word2vec,kmeans,12,False,1041,path_token; reg_sz; hex_token; source_reg; hkey_local_machine; sdks; kits; dotnet; msbuild; assemblies; num_token; bootstrapper,REG:1041,[HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\D2442D3EA6B1126D55C1E93B080DEB83] 8355AD577312A18ED1DCB2182 || [HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\080403D1FBCCDEF5EB6789F84F48E520] B024657CC19C014408294FC94 || [HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\315B5DDC16596DF5C99D8B0CC173881E] B024657CC19C014408294FC94
word2vec,kmeans,13,False,1192,path_token; source_file; kits; sdks; directory,FILE:1192,NTFS:\Program Files (x86)\Windows Kits\10\Include\10.0.22621.0\um\asysta.idl Type: file || NTFS:\Program Files (x86)\Windows Kits\10\References\10.0.22621.0\Windows.Security.Isolation.Isolatedwindowsenvironmentcontract\4.0.0.0\zh-hant Type: directory || NTFS:\Program Files (x86)\Windows Kits\10\Include\10.0.22621.0\um\LicenseProtection.h Type: file
word2vec,kmeans,14,False,1230,num_token; update; source_file; parent; source; reason; usn_reason_data_extend; usn_reason_data_overwrite; usn_reason_file_create; usn_reason_basic_info_change; usn_reason_close; dll,FILE:1230,windows.devices.humaninterfacedevice.h File reference: 209404-1 Parent file reference: 208957-1 Update source: Update reason: USN_REASON_DATA_OVERWRITE USN_REAS || System.dll File reference: 236815-1 Parent file reference: 222011-1 Update source: Update reason: USN_REASON_DATA_OVERWRITE USN_REASON_DATA_EXTEND USN_REASON_FI || netstandard.library.nuspec File reference: 228921-1 Parent file reference: 222001-1 Update source: Update reason: USN_REASON_DATA_OVERWRITE USN_REASON_DATA_EXTE
word2vec,kmeans,15,False,412,num_token; reg_sz; path_token; source_reg; hkey_local_machine; reg_binary; source_file; hex_token; group; directory; clr; networking,REG:403; FILE:7; EVT:1; AMCACHE:1,[HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\SideBySide\Winners\amd64_microsoft-windows-t..ure-time-aggregator_31bf3856ad364e35_none_d5dfcccec5 || [HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\SideBySide\Winners\amd64_microsoft-windows-e..ckdownwmi.resources_31bf3856ad364e35_en-us_3e146e02d || [HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\SideBySide\Winners\amd64_microsoft-windows-f..type-microsoftyahei_31bf3856ad364e35_none_e011a8f8e6
word2vec,kmeans,16,False,15,source_webhist; url; url_token; original; bookmark; getting; started; visit; count; num_token,WEBHIST:15,Original URL: https://r.bing.com/rp/6zg86aHGTXWfySoaJQRqV18s0QQ.br.css || Original URL: https://cdn.stubdownloader.services.mozilla.com/builds/firefox-stub/en-US/win/ef5a2910edab879b9d22df3dbd331af666 || Original URL: https://r.bing.com/rs/7b/x6/nj/V9Lbi4rGakA-OjwcLcoh5jr1zfY.js?or=w
word2vec,kmeans,17,False,246,num_token; hex_token; shell; core; ed; provider; computer; source_evt; identifier; source; strings; record,EVT:224; REG:21; FILE:1,[62443 / 0xf3eb] Provider identifier: {30336ed4-e327-447c-9de0-51b652c86108} Source Name: Microsoft-Windows-Shell-Core Strings: ['SetDefault: Association=.ogv P || [28018 / 0x6d72] Provider identifier: {30336ed4-e327-447c-9de0-51b652c86108} Source Name: Microsoft-Windows-Shell-Core Strings: [] Computer Name: WinDev2311Eval || [28019 / 0x6d73] Provider identifier: {30336ed4-e327-447c-9de0-51b652c86108} Source Name: Microsoft-Windows-Shell-Core Strings: [] Computer Name: WinDev2311Eval
word2vec,kmeans,18,False,112,path_token; source_reg; hkey_current_user; num_token; reg_dword_le; settings; capabilities; reg_sz; reg_none; wnfstatename; reg_binary; perpackageindexeddbenabled,REG:112,[HKEY_CURRENT_USER\Software\Classes\Extensions\ContractId\Windows.BackgroundTasks\PackageId\MicrosoftWindows.Client.CBS_1000.22677.1000.0_x64__cw5n1h2txyewy\Act || [HKEY_CURRENT_USER\Software\Classes\Extensions\ContractId\Windows.Launch\PackageId\Microsoft.Windows.Apprep.ChxApp_1000.22621.1.0_neutral_neutral_cw5n1h2txyewy\ || [HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts\.3mf] (empty)
word2vec,kmeans,19,False,190,num_token; path_token; reg_dword_le; hex_token; amd; package; reg_sz; source_reg; hkey_local_machine; based; servicing; en,REG:190,[HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Component Based Servicing\PackageDetect\Microsoft-Windows-DirectoryServices-ADAM-Snapins-Group-Pac || [HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Component Based Servicing\Packages\Microsoft-Windows-Wallpaper-Content-Extended-Package~31bf3856ad || [HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Component Based Servicing\PackageDetect\Microsoft-Windows-DeviceGuard-GPEXT-Package~31bf3856ad364e
word2vec,kmeans,20,False,757,num_token; update; source_file; parent; source; reason; usn_reason_security_change; usn_reason_close; js; dll; svg; png,FILE:757,theme-dark File reference: 212-1 Parent file reference: 211-1 Update source: Update reason: USN_REASON_SECURITY_CHANGE || ro-RO File reference: 135977-2 Parent file reference: 135798-2 Update source: Update reason: USN_REASON_SECURITY_CHANGE || 3bd52.rbf File reference: 184816-2 Parent file reference: 197479-5 Update source: Update reason: USN_REASON_SECURITY_CHANGE USN_REASON_CLOSE
word2vec,kmeans,21,False,185,num_token; reg_dword_le; path_token; source_reg; hkey_local_machine; activationtype; trustlevel; reg_sz; dllpath; threading; reg_expand_sz; systemroot,REG:185,[HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Services.Maps.LocalSearch.PlaceInfoHelper] ActivationType: [REG_DWO || [HKEY_LOCAL_MACHINE\Software\Microsoft\WindowsRuntime\ActivatableClassId\Windows.UI.Xaml.Controls.Maps.MapElementsLayer] ActivationType: [REG_DWORD_LE] 0 DllPat || [HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Internal.Holographic.UI.HolographicViewProperties] ActivationType: 
word2vec,kmeans,22,False,318,path_token; tools; source_file; studio; visual; shared; directory; num_token; common; analysis; reg_sz; sdks,FILE:307; REG:11,NTFS:\Program Files\Microsoft Visual Studio\2022\Community\CoreCon\Binaries\Phone Tools\Debugger\CoreClr\arm\System.Private.Xml.Linq.dll Type: file || NTFS:\Program Files\Microsoft Visual Studio\2022\Community\CoreCon\Binaries\Phone Tools\Debugger\CoreClr\x86\System.Net.WebSockets.dll Type: file || NTFS:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\Extensions\Microsoft\Web Tools\Languages\Schemas\CSS\1033\css-module-filter-effects.xml T
word2vec,kmeans,23,False,2093,path_token; source_file; directory; worker; express; shared; reg_sz; firefox; num_token; source_reg; hkey_local_machine; media,FILE:2085; REG:8,NTFS:\Users\User\AppData\Local\Microsoft\Edge\User Data\Functional SAN Data Type: file || NTFS:\Program Files\dotnet\sdk\8.0.100\Containers\tasks\net472\Microsoft.NET.StringTools.dll Type: file || NTFS:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_423.29700.0.0_x64__cw5n1h2txyewy\Dashboard\WebContent\node_modules\@microsoft\fast-foundat
