representation,clustering_method,cluster_id,size,is_noise,forensic_cluster_score,top_tokens,top_sources,example_messages
doc2vec,agglomerative,24,4736,False,5,path_token; source_file; directory; sdks; studio; visual; num_token; version; tools; productarch; bootstrapper; neutral,FILE:4727; REG:8; PE:1,NTFS:\Program Files (x86)\Microsoft SDKs\NuGetPackages\System.Net.Http.Rtc\4.0.1\runtimes Type: directory || NTFS:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\system.runtime.interopservices\4.1.0\lib\portable-net45+win8+wpa81 Type: directory || NTFS:\Windows\WinSxS\amd64_microsoft-windows-wordpad_31bf3856ad364e35_10.0.22621.317_none_8ff7098935e85ce4 Type: directory
tfidf,dbscan,10,2678,False,5,path_token; studio; source_file; visual; directory; uap; store; service; connected; debugger; num_token; office,FILE:2678,NTFS:\Program Files\Microsoft Visual Studio\2022\Community\TS\3082\Snippets\General\setter.snippet Type: file || NTFS:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\VC\vcpackages\x86\1033\vcpkgsrvui.dll Type: file || NTFS:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\ItemTemplates\AspNetCore\Web\ASP.NET\1033\MvcViewStart Type: directory
tfidf,dbscan,26,1731,False,5,path_token; source_file; icons; san; tokens; journal; browser,FILE:1731,NTFS:\Users\User\AppData\Local\Microsoft\Edge\User Data\Functional SAN Data Type: file || NTFS:\Program Files\dotnet\sdk\8.0.100\Containers\tasks\net472\Microsoft.NET.StringTools.dll Type: file || NTFS:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_423.29700.0.0_x64__cw5n1h2txyewy\Dashboard\WebContent\node_modules\@fluentui\react\lib-com
tfidf,dbscan,15,1101,False,5,num_token; path_token; source_reg; deriveddata; winbuild; componentfamilies; someunparsedversionsexist; reg_binary,REG:1101,[\DerivedData\VersionedIndex\10.0.22621.378 (WinBuild.160101.0800)\ComponentFamilies\amd64_microsoft-windows-n..meworkapi.resources_31bf3856ad364e35_en-us_b6bfb || [\DerivedData\VersionedIndex\10.0.22621.2715 (WinBuild.160101.0800)\ComponentFamilies\amd64_dual_nete1e3e.inf_31bf3856ad364e35_none_8883b7d2648c44b8] SomeUnpars || [\DerivedData\VersionedIndex\10.0.22621.378 (WinBuild.160101.0800)\ComponentFamilies\amd64_tsusbhub.inf-languagepack_31bf3856ad364e35_en-us_9581d700475fe3f8] So
tfidf,dbscan,39,1047,False,5,path_token; source_reg; hkey_local_machine; reg_none; wmp; assocfile; parameters; search; diagnostic; pack; wpl; mp,REG:1047,[HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects] (empty) || [HKEY_LOCAL_MACHINE\System\ControlSet001\Control\Class\{4d36e96c-e325-11ce-bfc1-08002be10318}\Properties] (empty) || [HKEY_LOCAL_MACHINE\Software\Classes\Interface\{786C1E78-CE78-4A10-AFD6-843FCBB90C2E}] (empty)
tfidf,dbscan,28,1011,False,5,path_token; num_token; source_reg; deriveddata; winbuild; componentfamilies,REG:1011,[\DerivedData\VersionedIndex\10.0.22621.2715 (WinBuild.160101.0800)\ComponentFamilies\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_ru-ru_12f2 || [\DerivedData\VersionedIndex\10.0.22621.2715 (WinBuild.160101.0800)\ComponentFamilies\amd64_microsoft-hyper-v-o..oyment-languagepack_31bf3856ad364e35_en-us_a175 || [\DerivedData\VersionedIndex\10.0.22621.2567 (WinBuild.160101.0800)\ComponentFamilies\x86_microsoft-windows-servicingstack-inetsrv_31bf3856ad364e35_none_07f687b
tfidf,dbscan,19,903,False,5,path_token; source_reg; hkey_local_machine; reg_sz; handler; property; __fiiterator_; psfactorybuffer; __fiasyncoperationcompletedhandler_; __fivector_; itypedeventhandler_; __fiiterable_,REG:903,[HKEY_LOCAL_MACHINE\Software\Classes\WOW6432Node\CLSID\{840f3a85-dde5-4503-9529-4cfa8e5ca201}] (default): [REG_SZ] CLSID_PalMediaManager || [HKEY_LOCAL_MACHINE\Software\Classes\WOW6432Node\Interface\{85D18B76-3032-11D4-9348-00C04F8EEB71}] (default): [REG_SZ] IHNetBridgedConnection || [HKEY_LOCAL_MACHINE\Software\Classes\Interface\{79EAC9D8-BAFA-11CE-8C82-00AA004BA90B}] (default): [REG_SZ] IWinInetHttpInfo
tfidf,dbscan,5,593,False,5,num_token; update; source_file; parent; source; reason; usn_reason_file_create; idl; net; zh; cpp; reflection,FILE:593,System.Reflection.Context.nuspec File reference: 238596-1 Parent file reference: 222787-1 Update source: Update reason: USN_REASON_FILE_CREATE || windows.media.audio.idl File reference: 207682-1 Parent file reference: 207612-1 Update source: Update reason: USN_REASON_FILE_CREATE || qosobjs.h File reference: 213739-1 Parent file reference: 210295-1 Update source: Update reason: USN_REASON_FILE_CREATE
tfidf,dbscan,18,495,False,5,path_token; source_reg; hkey_local_machine; hex_token; reg_sz; sdks,REG:495,[HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\080403D1FBCCDEF5EB6789F84F48E520] B024657CC19C014408294FC94 || [HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\315B5DDC16596DF5C99D8B0CC173881E] B024657CC19C014408294FC94 || [HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\A700D96745990B55FB90ED84EE2C07F7] 54D2C9386FDDC2346A2A6CFAE
tfidf,dbscan,35,422,False,5,source_reg; driverdatabase; path_token; inf; reg_binary; num_token; rtcx; monitor; netmyk; netl; mdmzyxlg; netwtw,REG:422,[\DriverDatabase\DeviceIds\USB\VID_0DF6&PID_0072] netax88179_178a.inf: [REG_BINARY] (4 bytes) || [\DriverDatabase\DeviceIds\PCMCIA\AIWA_CO._LTD._MODEM-PV-JF3356-014E-0088] mdmaiwa4.inf: [REG_BINARY] (4 bytes) || [\DriverDatabase\DeviceIds\PCI\VEN_8086&DEV_A0F0&SUBSYS_02648086] netwtw10.inf: [REG_BINARY] (4 bytes)
tfidf,dbscan,73,393,False,5,num_token; source_reg; hkey_local_machine; path_token; reg_sz; reg_binary,REG:393,[HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\SideBySide\Winners\amd64_microsoft-windows-t..ure-time-aggregator_31bf3856ad364e35_none_d5dfcccec5 || [HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\SideBySide\Winners\amd64_microsoft-windows-e..ckdownwmi.resources_31bf3856ad364e35_en-us_3e146e02d || [HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\SideBySide\Winners\amd64_microsoft-windows-f..type-microsoftyahei_31bf3856ad364e35_none_e011a8f8e6
tfidf,dbscan,8,378,False,5,num_token; path_token; source_reg; deriveddata; winbuild; componentfamilies; reg_dword_le,REG:378,[\DerivedData\VersionedIndex\10.0.22621.378 (WinBuild.160101.0800)\ComponentFamilies\amd64_system.activities.durableinstancing_31bf3856ad364e35_none_3731dba7e5f || [\DerivedData\VersionedIndex\10.0.22621.378 (WinBuild.160101.0800)\ComponentFamilies\amd64_netfx4-mscordacwks_dll_b03f5f7f11d50a3a_none_841fbc34e4428b08\v!4.0.1 || [\DerivedData\VersionedIndex\10.0.22621.378 (WinBuild.160101.0800)\ComponentFamilies\x86_netfx4-clretwrc_dll_b03f5f7f11d50a3a_none_3fb33de175678f7f\v!4.0.15912.
tfidf,dbscan,20,365,False,5,num_token; reg_binary; ad; bf; source_reg; deriveddata; path_token; identity; reg_dword_le; oyment; dll; deployment_,REG:365,[\DerivedData\Components\amd64_microsoft-windows-a..ev-wow64-deployment_31bf3856ad364e35_10.0.22621.2506_none_5e093d4add647bbe] CF: [REG_DWORD_LE] 12 S256H: [RE || [\DerivedData\Components\amd64_microsoft-windows-security-spp-event_31bf3856ad364e35_10.0.22621.1_none_00c3e55f2fbf47ca] S256H: [REG_BINARY] (32 bytes) c!micros || [\DerivedData\Components\x86_microsoft-windows-i..otmailapi.resources_31bf3856ad364e35_10.0.22621.1_en-us_aab561c8842aba4b] S256H: [REG_BINARY] (32 bytes) c!mic
tfidf,dbscan,17,354,False,5,num_token; source_reg; hkey_local_machine; path_token; reg_sz,REG:354,[HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\SideBySide\Winners\amd64_microsoft-windows-n..tprov-dll.resources_31bf3856ad364e35_en-us_14327fa0f || [HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\SideBySide\Winners\amd64_hyperv-vpci-vsp-mer..oyment-languagepack_31bf3856ad364e35_en-us_4c6382b9d || [HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\SideBySide\Winners\amd64_microsoft-windows-i..eprovider.resources_31bf3856ad364e35_en-us_c787ca2f2
tfidf,dbscan,89,331,False,5,num_token; update; source_file; parent; source; reason; usn_reason_data_extend; usn_reason_file_create; svg; cpp; idl; usn_reason_reparse_point_change,FILE:331,windows.phone.startscreen.idl File reference: 207695-1 Parent file reference: 207612-1 Update source: Update reason: USN_REASON_DATA_EXTEND USN_REASON_FILE_CREA || ComManifestSchema_v3.xsd File reference: 208366-1 Parent file reference: 207612-1 Update source: Update reason: USN_REASON_DATA_EXTEND USN_REASON_FILE_CREATE || System.Reflection.Extensions.iltoc File reference: 224363-1 Parent file reference: 222069-1 Update source: Update reason: USN_REASON_DATA_EXTEND USN_REASON_FILE
tfidf,dbscan,13,3225,False,4,source_file; path_token; directory,FILE:3225,NTFS:\Windows\WinSxS\amd64_microsoft-windows-wordpad_31bf3856ad364e35_10.0.22621.317_none_8ff7098935e85ce4 Type: directory || NTFS:\Windows\WinSxS\x86_netfx4-aspnet_perf_ini_b03f5f7f11d50a3a_4.0.15912.0_none_6a108b5dbec1d188 Type: directory || NTFS:\Windows\WinSxS\amd64_microsoft-windows-s..card-gids-simulator_31bf3856ad364e35_10.0.22621.2506_none_bd439ad0e820e1d9\f Type: directory
tfidf,dbscan,11,2190,False,4,path_token; source_file; sdks,FILE:2190,NTFS:\Program Files (x86)\Microsoft SDKs\NuGetPackages\system.collections.concurrent\4.0.10\ref\net46\_._ Type: file || NTFS:\Program Files (x86)\Microsoft SDKs\NuGetPackages\System.ComponentModel.Annotations\4.0.10\ref\dotnet\zh-hant\System.ComponentModel.Annotations.xml Type: f || NTFS:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-arm.microsoft.netcore.universalwindowsplatform\6.2.14\runtime.win10-arm.microsoft.netcor
tfidf,dbscan,3,1426,False,4,path_token; source_file; sdks; directory,FILE:1426,NTFS:\Program Files (x86)\Microsoft SDKs\NuGetPackages\System.Net.Http.Rtc\4.0.1\runtimes Type: directory || NTFS:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\system.runtime.interopservices\4.1.0\lib\portable-net45+win8+wpa81 Type: directory || NTFS:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\system.reflection.emit.lightweight\4.0.1\ref\netstandard1.0\es Type: directory
tfidf,dbscan,9,905,False,4,path_token; source_file; kits,FILE:905,NTFS:\Program Files (x86)\Windows Kits\10\Include\10.0.22621.0\um\asysta.idl Type: file || NTFS:\Program Files (x86)\Windows Kits\10\Include\10.0.22621.0\um\LicenseProtection.h Type: file || NTFS:\Program Files (x86)\Windows Kits\10\Lib\10.0.22621.0\um\x64\DnsAPI.Lib Type: file
tfidf,dbscan,-1,4949,True,1,num_token; path_token; update; hex_token; reg_sz; source; source_file; reg_dword_le; source_reg; parent; reason; hkey_local_machine,FILE:2221; REG:1979; EVT:643; PE:27; OLECF:27,NTFS:\Program Files\Microsoft Visual Studio\2022\Community\Licenses\SQL Server\Microsoft SQL Server Data Tools.rtf Type: file || [\Power\Policy\Settings\Processor\SchemePersonality\Profile\Validation\33cc3a0d-45ee-43ca-86c4-695bfc9a313b] Description: [REG_SZ] (empty) Display: [REG_SZ] Uti || stack20x20.png File reference: 176868-1 Parent file reference: 176799-1 Update source: Update reason: USN_REASON_FILE_DELETE USN_REASON_CLOSE
tfidf,gmm,80,2087,False,5,path_token; source_file; visual; studio; snippet; plist; constraint; vsdir; req; unchecked; tmlanguage; comparable,FILE:2087,NTFS:\Program Files\Microsoft Visual Studio\2022\Community\TS\3082\Snippets\General\setter.snippet Type: file || NTFS:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\VC\vcpackages\x86\1033\vcpkgsrvui.dll Type: file || NTFS:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\CommonExtensions\Microsoft\Editor\Microsoft.VisualStudio.Diff.pkgdef Type: file
tfidf,gmm,9,2000,False,5,path_token; source_file; directory; icons; san,FILE:2000,NTFS:\Users\User\AppData\Local\Microsoft\Edge\User Data\Functional SAN Data Type: file || NTFS:\Program Files\dotnet\sdk\8.0.100\Containers\tasks\net472\Microsoft.NET.StringTools.dll Type: file || NTFS:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_423.29700.0.0_x64__cw5n1h2txyewy\Dashboard\WebContent\node_modules\@microsoft\fast-foundat
tfidf,gmm,44,1326,False,5,num_token; update; source; source_file; parent; reason; usn_reason_file_create; usn_reason_data_extend; usn_reason_close; usn_reason_data_overwrite; usn_reason_basic_info_change; usn_reason_security_change,FILE:1326,System.Private.WinRTInterop.CoreLib.pdb File reference: 238066-1 Parent file reference: 222840-1 Update source: Update reason: USN_REASON_FILE_CREATE || libconcrt1.amd64.pdb File reference: 202614-1 Parent file reference: 202607-1 Update source: Update reason: USN_REASON_FILE_CREATE || runtime.aot.system.runtime.handles.4.0.1.nupkg.sha512 File reference: 232730-1 Parent file reference: 223127-1 Update source: Update reason: USN_REASON_DATA_OVE
tfidf,gmm,0,1192,False,5,path_token; source_file; kits; sdks; directory,FILE:1192,NTFS:\Program Files (x86)\Windows Kits\10\Include\10.0.22621.0\um\asysta.idl Type: file || NTFS:\Program Files (x86)\Windows Kits\10\References\10.0.22621.0\Windows.Security.Isolation.Isolatedwindowsenvironmentcontract\4.0.0.0\zh-hant Type: directory || NTFS:\Program Files (x86)\Windows Kits\10\Include\10.0.22621.0\um\LicenseProtection.h Type: file
tfidf,gmm,19,1101,False,5,num_token; path_token; source_reg; deriveddata; winbuild; componentfamilies; someunparsedversionsexist; reg_binary,REG:1101,[\DerivedData\VersionedIndex\10.0.22621.378 (WinBuild.160101.0800)\ComponentFamilies\amd64_microsoft-windows-n..meworkapi.resources_31bf3856ad364e35_en-us_b6bfb || [\DerivedData\VersionedIndex\10.0.22621.2715 (WinBuild.160101.0800)\ComponentFamilies\amd64_dual_nete1e3e.inf_31bf3856ad364e35_none_8883b7d2648c44b8] SomeUnpars || [\DerivedData\VersionedIndex\10.0.22621.378 (WinBuild.160101.0800)\ComponentFamilies\amd64_tsusbhub.inf-languagepack_31bf3856ad364e35_en-us_9581d700475fe3f8] So
tfidf,gmm,29,1011,False,5,path_token; num_token; source_reg; deriveddata; winbuild; componentfamilies,REG:1011,[\DerivedData\VersionedIndex\10.0.22621.2715 (WinBuild.160101.0800)\ComponentFamilies\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_ru-ru_12f2 || [\DerivedData\VersionedIndex\10.0.22621.2715 (WinBuild.160101.0800)\ComponentFamilies\amd64_microsoft-hyper-v-o..oyment-languagepack_31bf3856ad364e35_en-us_a175 || [\DerivedData\VersionedIndex\10.0.22621.2567 (WinBuild.160101.0800)\ComponentFamilies\x86_microsoft-windows-servicingstack-inetsrv_31bf3856ad364e35_none_07f687b
tfidf,gmm,14,795,False,5,source_reg; hkey_local_machine; path_token; reg_sz; __fiiterator_; psfactorybuffer; __fiasyncoperationcompletedhandler_; __fivector_; itypedeventhandler_; __fiiterable_; __fivectorview_; __fiasyncoperation_,REG:795,[HKEY_LOCAL_MACHINE\Software\Classes\WOW6432Node\CLSID\{840f3a85-dde5-4503-9529-4cfa8e5ca201}] (default): [REG_SZ] CLSID_PalMediaManager || [HKEY_LOCAL_MACHINE\Software\Classes\WOW6432Node\Interface\{85D18B76-3032-11D4-9348-00C04F8EEB71}] (default): [REG_SZ] IHNetBridgedConnection || [HKEY_LOCAL_MACHINE\Software\Classes\Interface\{79EAC9D8-BAFA-11CE-8C82-00AA004BA90B}] (default): [REG_SZ] IWinInetHttpInfo
tfidf,gmm,16,696,False,5,path_token; reg_sz; source_reg; hkey_local_machine; hex_token; sdks; num_token; class; kits; kit; certification; categories,REG:642; FILE:54,[HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{884e2024-217d-11da-b2a4-000e7bbb2b09}\ProgID] (default): [REG_SZ] X509Enrollment.CX509AttributeExtensions.1 || NTFS:\Program Files (x86)\Windows Kits\10\App Certification Kit\AllowList81.xml Type: file || [HKEY_LOCAL_MACHINE\Software\Classes\ScanProfiles.ScanProfileUI] (default): [REG_SZ] scanprofileui class
tfidf,gmm,13,691,False,5,num_token; update; source_file; parent; source; reason; usn_reason_file_create; exe; idl; dat; zh; net,FILE:691,System.Reflection.Context.nuspec File reference: 238596-1 Parent file reference: 222787-1 Update source: Update reason: USN_REASON_FILE_CREATE || windows.media.audio.idl File reference: 207682-1 Parent file reference: 207612-1 Update source: Update reason: USN_REASON_FILE_CREATE || qosobjs.h File reference: 213739-1 Parent file reference: 210295-1 Update source: Update reason: USN_REASON_FILE_CREATE
tfidf,gmm,35,619,False,5,path_token; source_reg; hkey_local_machine; hex_token; reg_sz; sdks,REG:619,[HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\080403D1FBCCDEF5EB6789F84F48E520] B024657CC19C014408294FC94 || [HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\315B5DDC16596DF5C99D8B0CC173881E] B024657CC19C014408294FC94 || [HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Components\A700D96745990B55FB90ED84EE2C07F7] 54D2C9386FDDC2346A2A6CFAE
tfidf,gmm,40,619,False,5,num_token; update; source_file; parent; source; reason; usn_reason_security_change; usn_reason_close; js; exe; pf; svg,FILE:619,theme-dark File reference: 212-1 Parent file reference: 211-1 Update source: Update reason: USN_REASON_SECURITY_CHANGE || ro-RO File reference: 135977-2 Parent file reference: 135798-2 Update source: Update reason: USN_REASON_SECURITY_CHANGE || 3bd52.rbf File reference: 184816-2 Parent file reference: 197479-5 Update source: Update reason: USN_REASON_SECURITY_CHANGE USN_REASON_CLOSE
tfidf,gmm,62,572,False,5,num_token; hex_token; provider; source_evt; source; strings; identifier; computer; record; event; level; windev,EVT:572,[8002 / 0x1f42] Provider identifier: {9c2a37f3-e5fd-5cae-bcd1-43dafeee1ff0} Source Name: Microsoft-Windows-Store Strings: ['No user tickets captured for S-1-5-1 || [271 / 0x010f] Provider identifier: {89592015-d996-4636-8f61-066b5d4dd739} Source Name: Microsoft-Windows-StateRepository Strings: ['0x00000000'] Computer Name: || [410 / 0x019a] Provider identifier: {9c205a39-1250-487d-abd7-e831c6290539} Source Name: Microsoft-Windows-Kernel-PnP Strings: ['ROOT\\ACPI_HAL\\0000' 'hal.inf' 
tfidf,gmm,7,411,False,5,num_token; update; source_file; parent; source; reason; usn_reason_close; usn_reason_basic_info_change; usn_reason_rename_new_name; usn_reason_data_overwrite; usn_reason_rename_old_name; xml,FILE:411,3bed5.rbf File reference: 200105-2 Parent file reference: 221836-35 Update source: Update reason: USN_REASON_BASIC_INFO_CHANGE USN_REASON_CLOSE || DesktopTargetCompDB_professional_th-th.xml.cab File reference: 186077-2 Parent file reference: 199774-2 Update source: Update reason: USN_REASON_RENAME_NEW_NAME || 23CQFMRC File reference: 1314-7 Parent file reference: 509-4 Update source: Update reason: USN_REASON_RENAME_OLD_NAME USN_REASON_BASIC_INFO_CHANGE
tfidf,gmm,11,11623,False,4,source_file; path_token,FILE:11623,NTFS:\Windows\WinSxS\amd64_userexperience-core_31bf3856ad364e35_10.0.22621.2506_none_9806ba3e46624505\Core\StartMenu\Assets\FileIcons\32\genericfile.svg Type: f || NTFS:\Windows\WinSxS\amd64_userexperience-core_31bf3856ad364e35_10.0.22621.2506_none_9806ba3e46624505\f\Core\FileExplorerExtensions\Assets\images\contrast-stand || NTFS:\Windows\System32\wbem\wbemsvc.dll Type: file
tfidf,gmm,3,3225,False,4,source_file; path_token; directory,FILE:3225,NTFS:\Windows\WinSxS\amd64_microsoft-windows-wordpad_31bf3856ad364e35_10.0.22621.317_none_8ff7098935e85ce4 Type: directory || NTFS:\Windows\WinSxS\x86_netfx4-aspnet_perf_ini_b03f5f7f11d50a3a_4.0.15912.0_none_6a108b5dbec1d188 Type: directory || NTFS:\Windows\WinSxS\amd64_microsoft-windows-s..card-gids-simulator_31bf3856ad364e35_10.0.22621.2506_none_bd439ad0e820e1d9\f Type: directory
tfidf,gmm,1,2190,False,4,path_token; source_file; sdks,FILE:2190,NTFS:\Program Files (x86)\Microsoft SDKs\NuGetPackages\system.collections.concurrent\4.0.10\ref\net46\_._ Type: file || NTFS:\Program Files (x86)\Microsoft SDKs\NuGetPackages\System.ComponentModel.Annotations\4.0.10\ref\dotnet\zh-hant\System.ComponentModel.Annotations.xml Type: f || NTFS:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-arm.microsoft.netcore.universalwindowsplatform\6.2.14\runtime.win10-arm.microsoft.netcor
tfidf,gmm,51,1426,False,4,path_token; source_file; sdks; directory,FILE:1426,NTFS:\Program Files (x86)\Microsoft SDKs\NuGetPackages\System.Net.Http.Rtc\4.0.1\runtimes Type: directory || NTFS:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\system.runtime.interopservices\4.1.0\lib\portable-net45+win8+wpa81 Type: directory || NTFS:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\system.reflection.emit.lightweight\4.0.1\ref\netstandard1.0\es Type: directory
tfidf,gmm,43,1032,False,4,source_reg; hkey_local_machine; path_token; paths,REG:1032,[HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects] (empty) || [HKEY_LOCAL_MACHINE\System\ControlSet001\Control\Class\{4d36e96c-e325-11ce-bfc1-08002be10318}\Properties] (empty) || [HKEY_LOCAL_MACHINE\Software\Classes\Interface\{786C1E78-CE78-4A10-AFD6-843FCBB90C2E}] (empty)
tfidf,gmm,98,1008,False,4,num_token; reg_sz; path_token; hex_token; source_reg; hkey_local_machine; reg_dword_le; dll; update; reg_binary; source_file; systemroot,REG:763; FILE:119; PE:58; OLECF:35; EVT:13,"[HKEY_LOCAL_MACHINE\Software\Microsoft\Function Discovery\Categories\Provider\Microsoft.Base.Publication] 00000000: [REG_SZ] <provider type=""{681FD532-7EC2-4548 || 8f11ebdb-5b89-403d-8e8a-958216a420e2_S-1-5-21-2939114745-2192642559-1429779423-500_138.rslc File reference: 47-65 Parent file reference: 1789-1 Update source: U || [HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\.NETFramework\v2.0.50727\NGenService\Roots\Microsoft.Windows.Diagnosis.SDHost Version=10.0.0.0 Culture=Neutra"
tfidf,gmm,46,749,False,4,num_token; path_token; reg_sz; source_reg; reg_dword_le; reg_binary; hex_token; hkey_local_machine; winbuild; deriveddata; componentfamilies; someunparsedversionsexist,REG:640; FILE:57; EVT:27; WEBHIST:15; OLECF:4,NTFS:\Program Files\Microsoft Visual Studio\2022\Community\Licenses\SQL Server\Microsoft SQL Server Data Tools.rtf Type: file || [\DerivedData\VersionedIndex\10.0.22621.378 (WinBuild.160101.0800)\ComponentFamilies\amd64_microsoft-windows-cloudstore.resources_31bf3856ad364e35_en-us_cedfa1b || [\Personalization\LockScreenImageUrl] Name: [REG_SZ] LockScreenImageUrl Type: [REG_DWORD_LE] 3
tfidf,hdbscan,201,11643,False,5,source_file; path_token; lnk; wav; disk; management; foreground; control; party; notices; txt; powerandsleep,FILE:11643,NTFS:\Windows\WinSxS\amd64_userexperience-core_31bf3856ad364e35_10.0.22621.2506_none_9806ba3e46624505\Core\StartMenu\Assets\FileIcons\32\genericfile.svg Type: f || NTFS:\Windows\WinSxS\amd64_userexperience-core_31bf3856ad364e35_10.0.22621.2506_none_9806ba3e46624505\f\Core\FileExplorerExtensions\Assets\images\contrast-stand || NTFS:\Windows\System32\wbem\wbemsvc.dll Type: file
tfidf,hdbscan,195,3250,False,5,path_token; source_file; directory; windowspowershell; menu; storage; stage; mail; dictionary; tasks; profiles; photo,FILE:3250,NTFS:\Windows\WinSxS\amd64_microsoft-windows-wordpad_31bf3856ad364e35_10.0.22621.317_none_8ff7098935e85ce4 Type: directory || NTFS:\Windows\WinSxS\x86_netfx4-aspnet_perf_ini_b03f5f7f11d50a3a_4.0.15912.0_none_6a108b5dbec1d188 Type: directory || NTFS:\Windows\WinSxS\amd64_microsoft-windows-s..card-gids-simulator_31bf3856ad364e35_10.0.22621.2506_none_bd439ad0e820e1d9\f Type: directory
tfidf,hdbscan,236,2077,False,5,path_token; source_file; visual; studio; tmlanguage,FILE:2077,NTFS:\Program Files\Microsoft Visual Studio\2022\Community\TS\3082\Snippets\General\setter.snippet Type: file || NTFS:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\VC\vcpackages\x86\1033\vcpkgsrvui.dll Type: file || NTFS:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\CommonExtensions\Microsoft\Editor\Microsoft.VisualStudio.Diff.pkgdef Type: file
tfidf,hdbscan,202,1731,False,5,path_token; source_file; icons; san; tokens; journal; browser,FILE:1731,NTFS:\Users\User\AppData\Local\Microsoft\Edge\User Data\Functional SAN Data Type: file || NTFS:\Program Files\dotnet\sdk\8.0.100\Containers\tasks\net472\Microsoft.NET.StringTools.dll Type: file || NTFS:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_423.29700.0.0_x64__cw5n1h2txyewy\Dashboard\WebContent\node_modules\@fluentui\react\lib-com
tfidf,hdbscan,192,1101,False,5,num_token; path_token; source_reg; deriveddata; winbuild; componentfamilies; someunparsedversionsexist; reg_binary,REG:1101,[\DerivedData\VersionedIndex\10.0.22621.378 (WinBuild.160101.0800)\ComponentFamilies\amd64_microsoft-windows-n..meworkapi.resources_31bf3856ad364e35_en-us_b6bfb || [\DerivedData\VersionedIndex\10.0.22621.2715 (WinBuild.160101.0800)\ComponentFamilies\amd64_dual_nete1e3e.inf_31bf3856ad364e35_none_8883b7d2648c44b8] SomeUnpars || [\DerivedData\VersionedIndex\10.0.22621.378 (WinBuild.160101.0800)\ComponentFamilies\amd64_tsusbhub.inf-languagepack_31bf3856ad364e35_en-us_9581d700475fe3f8] So
tfidf,hdbscan,206,1052,False,5,path_token; source_reg; hkey_local_machine; reg_none; num_token; parameters; wmp; assocfile; management; search; diagnostic; pack,REG:1052,[HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Explorer\ShellServiceObjects] (empty) || [HKEY_LOCAL_MACHINE\System\ControlSet001\Control\Class\{4d36e96c-e325-11ce-bfc1-08002be10318}\Properties] (empty) || [HKEY_LOCAL_MACHINE\Software\Classes\Interface\{786C1E78-CE78-4A10-AFD6-843FCBB90C2E}] (empty)
